Part,Color,Quantity
98835,25,1
98835,15,1
98835,4,1
98835,2,1
98138pr0051,297,2
32065,71,4
32065,0,1
3626cpr1840,0,1
970c00pr0658,73,1
3626bpr1138,72,1
10258,2,1
10258,0,2
3626bpr1052,14,2
3626cpr2008,14,1
3626cpr1818,4,5
42061,326,7
42061,72,1
42061,15,2
58119,71,1
27987,0,1
973c09,15,1
32039,71,33
32039,8,4
32039,6,6
32039,4,3
32039,0,94
973pr9987c01,14,1
3004pr0036,15,2
98133,297,2
3626cpr2027,14,1
970c00pr0316,15,2
3626cpr1207,15,1
87552pr0001a,71,1
19149pat0007,297,1
973pr2979c01,15,1
92258,320,1
3846p4g,71,2
98603s02pr0002,297,1
23186,308,1
23186,0,1
4182,1,1
4182,0,2
2566,0,9
98107pr0001,378,2
60935,179,2
64179,71,27
15086,297,1
99257pr0002,15,1
32012,72,2
973pr2700c01,28,1
10190,25,2
10190,15,4
11010,334,2
970c00pr0544,320,2
30382,0,2
11597pr0002,41,1
973pr2374c01,272,1
973pr2774c01,19,1
3626cpr1156,14,3
44301b,0,3
11259pr0001,0,1
11356pr0001,288,1
43888,484,7
43888,72,4
43888,71,4
43888,70,20
43888,15,2
30237b,71,7
30237b,70,1
30237b,15,3
30237b,0,6
973pr2762c01,25,1
18588,72,6
18588,41,2
18588,0,1
970c00pr0533,84,1
99249,27,1
99249,2,1
22388,297,7
22388,179,3
22388,57,3
3066,40,4
32063,71,2
32063,8,9
32063,0,11
57792,71,4
57792,15,1
15469,322,1
98138pr0011,15,2
973pr2265c01,15,2
19981pr0049,46,1
30381,288,5
30381,272,1
30381,72,2
30381,4,1
970c00pr0732,25,1
51011,0,4
3626cpr1338,179,4
11094,0,6
19050,57,3
19050,42,5
19050,41,4
3626cpr1239,14,1
2905,14,2
2905,8,2
2905,0,2
41532,0,38
973pr2300c01,4,1
87556pr0005a,71,1
15662pr0001,226,1
973pr2760c01,71,1
87610pr0001b,72,12
92235pat0002,0,13
973pr1801c01,25,1
12886,15,1
25893,47,2
20613pr0001,72,2
3899pr0004,4,1
24782pr0002,73,1
973pr2613c01,72,1
970c00pr0986,4,1
973pr1819c01,4,1
87817,0,1
973pr2187c01,72,6
87081,72,15
87081,70,7
87081,15,5
87081,0,6
48496,0,7
3626cpr1645,14,1
18868a,41,1
95188,326,8
95188,72,10
95188,71,4
95188,15,4
973pr3542c01,4,1
13784,226,1
973pr2995c01,320,1
4341,0,2
21561pr0001,15,1
6538b,8,9
6538b,6,1
6538b,4,1
973c47,71,1
32765pr0002,0,1
30378,484,2
30378,19,1
3901,71,1
3901,70,5
3901,28,1
25753,9999,1
98288,27,1
98288,4,2
15092,72,12
970c00pr0918,272,1
30033,15,2
30033,0,6
25972,226,1
973pr0803c01,15,2
87611,72,2
10677pr0003,70,1
48336,297,38
48336,71,77
48336,19,27
48336,15,44
48336,14,12
48336,4,20
48336,2,11
48336,1,13
48336,0,55
10247,72,10
10247,71,14
10247,14,2
10247,0,13
970c00pr0805,272,1
15345,15,2
973pr2165c01,320,1
59426,72,48
973pr1400c01,0,1
2878,0,10
32373,179,2
6037288,9999,1
53543,0,2
3626cpr1299,14,1
3626bpr0903,78,1
3626cpr0648,78,1
3626cpr1146,14,2
26831,0,2
23986,5,1
3068bpr0266,19,1
3626cpr1694,14,1
11439pat0002,47,7
18352,72,4
47457,326,6
47457,297,21
47457,72,28
47457,71,25
47457,27,9
47457,19,4
47457,15,15
47457,14,5
47457,4,7
47457,1,12
93553,0,1
973pr2433c01,15,1
3626cpr2073,78,1
11907,484,1
973pr2744c01,191,1
973pr3122c01,10,1
3961pr0001a,15,1
970c00pr0455,308,6
88288pat0001,297,4
970c00pr0707,71,1
4529,0,4
15457,72,1
3069bpr0115,15,1
4742,72,2
4742,0,4
973pr1182c01,25,2
70008stk01,9999,1
47330,0,1
3626bpr1066,326,1
16026,9999,1
15084pr0001,14,1
970c00pr0527,15,1
3626cpr1083,0,2
11408pr0009c01,78,1
973pr2254c01,320,1
973pr1746c01,308,1
3228c,72,8
50943,320,2
50943,72,9
50943,71,1
973pr3803c01,14,3
89469,272,1
3626cpr2024,14,1
13665,0,1
11407pr0003c01,322,1
11280,4,1
973pr3833c01,212,1
32124,70,7
32124,0,22
3626cpr1730,323,1
2853,71,8
2853,14,2
2853,7,2
15307pr0001,308,1
98341,297,2
29770,320,1
3626cpr1395a,14,5
30613,15,1
3626cpr1297,14,1
3626bpr0996,14,1
6869stk01,9999,1
970c00pr0543,326,1
973pr2283c01,85,1
970c00pb247,28,1
3626cpr1325,14,1
20252,148,44
18831pr0001,15,2
973pr2333c01,72,2
96906,334,4
3626cpr0525,78,2
973pr2915c01,148,2
3626bpr0387,14,1
50862,297,4
50862,71,8
58380,15,3
99498,71,3
19201pr0001,323,1
15068pr0011,14,1
70707stk01,9999,1
95225,226,1
95225,71,1
973pr2293c01,0,2
6021440,9999,1
71015,82,1
3626cpr2216,14,1
12549pr0001,15,1
11187,70,20
3626cpr1311,14,1
970c00pr0473,10,1
970c00pr0602,320,1
3626cpr1204,308,1
973pr2223c01,15,4
970c00pr1072,379,2
30259,71,2
30259,70,2
3747a,72,3
3747a,71,2
3747a,70,2
3747a,15,2
3747a,14,4
3747a,7,4
3747a,0,1
4499,70,3
973pr3117c01,191,1
30364,7,9
30364,0,6
32018,72,11
32018,71,15
3626cpr1736,71,1
58846,71,4
58846,15,2
13809pr0001,15,1
24201,288,2
24201,71,109
24201,0,8
15672,1,2
15672,0,1
15672,72,1
15672,71,4
15672,70,2
15672,19,2
15672,15,8
15672,4,3
50948,27,1
14301,71,5
4342,84,2
4342,19,2
3039px9,8,1
15661pr0001,14,1
24084,148,1
10178pr0001a,42,1
6019,72,13
6019,71,7
6019,15,2
6019,1,3
6019,0,13
4599b,71,39
4599b,15,11
4599b,14,3
4599b,4,5
4599b,1,3
4599b,0,30
973pr1196c01,15,2
3626cpr9980,15,1
973pr0600c01,72,1
33051,10,16
33051,4,3
98128,148,2
98128,4,1
3738,72,8
3738,71,1
3738,1,12
3738,0,3
30389a,7,1
30503,320,2
30503,72,8
30503,71,4
30503,70,7
30503,19,4
30503,15,8
30503,4,1
30503,2,100
30503,1,7
2456,72,21
2456,71,9
2456,70,10
2456,19,3
2456,15,4
2456,0,13
3297,320,9
3297,72,2
3297,71,4
3297,15,3
3297,4,6
3297,0,4
2465,72,2
2465,71,1
2465,0,11
18651,0,230
6183,0,1
3626cpr0666,78,1
84954,41,1
6014b,71,94
6014b,15,8
6014b,14,8
30592,72,5
30592,71,4
30592,7,1
13731,0,10
13731,320,4
13731,72,2
13731,15,4
13731,4,2
3626cpr1684,14,1
2431,484,2
2431,320,11
2431,308,7
2431,288,22
2431,272,9
2431,191,7
2431,85,1
2431,84,6
2431,73,6
2431,72,62
2431,71,304
2431,70,33
2431,33,1
2431,27,8
2431,25,39
2431,19,30
2431,15,31
2431,14,18
2431,10,6
2431,7,3
2431,6,1
2431,4,7
2431,2,4
2431,1,17
2431,0,49
64799,71,10
64799,0,3
973pr3327c01,15,1
20479,179,5
91988,72,7
91988,71,24
91988,70,1
91988,0,4
3660,320,2
3660,308,2
3660,72,59
3660,71,43
3660,70,54
3660,25,6
3660,19,16
3660,15,48
3660,14,71
3660,8,6
3660,4,5
3660,2,9
3660,1,12
3660,0,50
59900,320,8
59900,297,31
59900,182,46
59900,179,5
59900,80,8
59900,72,32
59900,71,30
59900,70,47
59900,57,6
59900,52,14
59900,46,23
59900,42,5
59900,36,39
59900,35,1
59900,34,6
59900,33,3
59900,26,6
59900,25,1
59900,19,1
59900,15,14
59900,14,1
59900,4,4
59900,2,5
59900,1,2
59900,0,101
3460,72,50
3460,71,66
3460,70,11
3460,27,2
3460,19,9
3460,15,37
3460,14,2
3460,8,2
3460,4,4
3460,0,33
3039pr0013,15,5
973pr3818c01,15,1
3626cpr1725,14,1
2446pr0009,4,1
11153,378,2
11153,326,8
11153,320,6
11153,272,27
11153,72,14
11153,71,22
11153,70,6
11153,28,2
11153,27,14
11153,25,10
11153,15,8
11153,14,4
11153,4,6
11153,1,8
11153,0,44
6111,72,3
6111,71,6
6111,19,1
6111,15,6
6111,4,2
6111,0,5
98569pr0010,143,1
85545,1,4
30602,320,14
30602,272,4
30602,85,8
30602,72,10
30602,71,17
30602,41,4
30602,40,5
30602,36,1
30602,35,4
30602,25,4
30602,15,9
30602,14,1
30602,4,9
30602,1,3
30602,0,12
16659pr0003,30,1
970c00pr0360,0,1
15354,27,2
15354,25,4
15354,4,3
61798,47,2
973pr2463c01,4,1
87844,272,2
92234,27,5
92234,0,6
26452pr0001,26,1
970c00pr0749,0,1
973pr2882c01,28,1
973pr1420c01,0,1
3626cpr1410,14,7
970c00pr0789,15,2
30370pr04,15,1
30386,71,1
30386,14,4
3839b,72,16
3839b,71,9
3839b,15,4
3839b,0,15
28432pr0001,320,1
11113pr0002,4,1
33682,71,1
60607,297,6
92926,72,4
92926,71,1
92926,2,7
22370,0,1
6256pr0001,191,1
14769pr086,71,2
11258,379,1
11258,15,1
11258,1,1
2441,0,1
3626cpr1243,14,1
970c00pr0581,25,1
20489pr0001,14,1
42023,4,2
42023,0,2
42023,72,18
42023,15,2
87544,71,22
87544,15,4
87544,10,8
87544,2,4
87544,0,8
973pr3228c01,0,1
19149pat0005,484,1
15528pr0001,14,1
29155,15,1
13392pr0003,30,1
24077,179,2
3062bpr0014,41,1
3068bpr0302,19,1
6021385,9999,1
11455,0,6
90617,72,141
90617,71,12
90617,52,8
90617,27,2
90617,4,8
90617,0,85
91884,179,2
973pr2008c01,15,1
973pr2981c01,15,1
3626cpr1785,179,1
973pr2153c01,72,1
60603,71,2
60603,47,35
970c00pr0597,1,1
3062bpr0004,25,1
3068bpr0219b,19,1
970c00pr0580,72,2
93090,29,1
2434,0,1
3049d,308,1
3049d,191,1
3049d,71,1
3049d,27,1
3049d,4,1
3049d,0,6
970c00pr0577,84,4
973pr3230c01,10,1
19727pr0001,70,1
85975,320,2
85975,297,5
85975,15,2
973pr3005c01,25,1
4132,4,2
3626bpr0902,78,1
973pr3222c01,14,1
970c00pr0913,379,1
87799,42,1
90641,308,1
90641,297,14
90641,288,7
90641,179,13
90641,148,5
90641,85,4
90641,57,25
90641,42,18
90641,41,10
90641,33,12
90641,27,8
90641,25,10
90641,19,1
90641,15,38
90641,14,14
90641,4,10
90641,1,9
90641,0,46
3626cpr9991,84,1
15524pr0002,14,1
62359,179,4
11816pr0003,78,6
30554a,71,4
10908pr0006,320,1
92224,297,1
30094,70,1
15491pr0001,14,1
93252,297,3
60208,272,7
60208,191,1
60208,72,13
60208,15,4
3626bpb0912,14,1
61189pr0007,15,1
3036,320,1
3036,92,4
3036,72,9
3036,71,6
3036,70,5
3036,28,5
3036,15,3
3036,2,1
3036,1,3
3036,0,7
18675pr0007,47,1
30165,72,19
30165,70,1
30165,4,2
30165,0,8
3039,326,2
3039,320,13
3039,272,15
3039,191,4
3039,72,33
3039,71,82
3039,70,23
3039,47,2
3039,33,8
3039,27,1
3039,25,17
3039,19,9
3039,15,21
3039,7,12
3039,4,32
3039,2,8
3039,1,15
3039,0,21
973pr3806c01,212,1
44661,72,7
44661,15,12
44661,0,6
75147stk01,9999,1
93348,15,1
87559,320,4
87559,72,2
87559,0,4
59224pat0004,4,1
60902,0,8
973pr2615c01,322,1
3176,320,13
3176,288,2
3176,72,11
3176,71,19
3176,14,8
3176,4,1
3176,1,2
3176,0,16
44568,71,12
41531,71,9
41531,15,3
41531,14,2
41531,4,2
75003stk01,9999,1
33183,191,4
33183,70,18
33183,10,30
18824pr0001,288,1
87083,72,195
92747pr0006,52,1
60808,72,2
60808,71,21
95228pr0004,41,1
60471,71,39
60471,15,8
60471,4,2
60471,0,35
3626bpr0748,14,1
973pr3197c01,73,1
3626cpr1459,179,1
99406,9999,1
2420,320,10
2420,272,2
2420,84,6
2420,72,61
2420,71,54
2420,70,33
2420,28,2
2420,19,36
2420,15,28
2420,14,6
2420,4,6
2420,2,14
2420,1,7
2420,0,75
40379,14,6
40379,4,3
40379,0,3
3300,72,2
3300,15,2
4621832,9999,1
970c00pr0723,19,1
45522,19,3
24394pr0975,70,1
92751pr0001,28,1
62711,0,1
970c02pr0430,19,1
19988,326,1
90195,71,16
3626cpr1779,148,1
970x222,14,1
30372pr0001,40,1
3626cpr0966,4,1
10055pr0001,484,1
10055pr0001,70,2
3831,72,6
3831,71,4
3831,15,2
3831,0,7
95344,297,4
95344,71,1
95344,28,13
95344,0,2
973pr2975c01,10,1
6020,70,6
6020,0,11
973pr2094c01,0,1
973pr3315c01,1,1
973pr2047c01,1,3
30294,72,2
30294,57,2
30294,41,12
30115,4,1
30115,2,1
43892,297,6
43892,15,2
43892,0,4
973pr2311c01,15,1
970c00pr0398,15,1
973pr1961c01,0,1
970c00pr0835,379,1
11293,25,3
46103,41,2
50986pr0004,40,1
11233pr0005,15,1
970c00pr0877,0,1
11219pr0001,15,2
18832pr0001,15,2
22385pr0033,47,1
11217pr0003,15,1
3037,320,4
3037,72,3
3037,71,1
3037,70,6
3037,15,10
3037,4,1
3037,1,13
3037,0,45
973pr3330c01,0,1
973pr1184c01,0,1
6041,0,1
53562pat0006,0,2
12608,5,1
64450,0,1
13269,25,4
13269,0,2
3626cpr1543,379,1
90626,179,3
90626,0,28
53545,15,1
52037,72,2
19087,297,11
19087,179,6
19087,15,7
19087,0,1
4360,0,8
970c00pr0639,28,2
3298pr0031,15,1
973pr3517c01,0,1
973pr2758c01,15,1
13787pr0002,14,7
973pr1857c01,1,2
10164pr0001,15,1
60484,72,14
60484,71,3
60484,0,37
973pr0972c01,0,1
973pr1987c01,297,1
973pr2746c01,320,1
85863,71,3
3004pr0014,84,2
973pr3223c01,288,1
970c00pr0756,70,1
3846pr0004b,71,9
15429pr0001,15,1
29310,71,1
970c00pr1038,15,1
41530,179,2
3626cpr1542,14,1
28193,0,1
2450,320,28
2450,288,2
2450,72,9
2450,71,4
2450,28,4
2450,19,57
2450,15,12
2450,6,4
2450,1,10
2450,0,4
970c00pr0484,84,1
98282,72,10
98282,15,6
98282,0,6
28212,9999,1
2431pr0075,19,1
94531,47,1
3823,47,1
3823,40,1
92216,297,2
92216,179,5
92216,148,3
92216,4,2
15118,70,1
973pr3028c01,0,1
973pr2545c01,321,1
21827,320,1
6140,71,2
87802,15,1
13786pr0002,484,2
92263,272,1
15310pr0001,0,2
12607ass02pr01,10,1
14769pr1001,15,9
3626cpr2206,14,1
30552,72,10
30552,71,2
30552,0,11
22391,272,2
22391,179,4
3626cpr1727,71,2
970c153pr0750,321,2
30374,297,15
30374,71,43
30374,70,30
30374,52,2
30374,42,10
30374,41,13
30374,36,30
30374,35,11
30374,19,8
30374,15,9
30374,14,2
30374,0,28
20310,297,4
20310,15,2
43720,72,2
43720,15,1
13790,72,1
13790,70,1
12857,15,2
30275,70,1
6583,14,4
6583,7,2
6583,0,20
30407,42,6
30407,15,16
3626cpr1150,0,1
6881b,71,2
11288,1,1
973pr1709c01,1,2
3626cpr1367,14,1
88289,308,10
98100pr0002,0,1
4621849,9999,1
973pr2082c01,308,1
26319,9999,1
970c00pr0919,10,1
3068bpr0015,15,1
13194pr0001,19,1
973pr2997c01,148,1
60917,148,2
60917,25,1
60797c02,0,3
973pr1731c01,272,12
25817,26,1
3068bpr0301b,73,1
11110pr0003,191,1
62438pat0004,4,1
3626cpr1161,14,1
970c00pr0625,272,1
3960pr0018,52,1
3626cpr0903,78,1
3626cpr1188,31,2
93550,297,2
93550,179,3
93550,0,2
3626cpr0969,78,1
4738a,84,2
4738a,70,10
50949,0,12
30022,25,2
11816pr0026,84,1
3626cpr2203,14,1
64683,73,1
64683,25,2
64683,0,5
2489,308,4
2489,72,4
2489,70,5
20477,297,1
20398,15,1
11269pr0002,41,1
60849,71,39
60849,0,17
32199,0,3
973pr2163c01,0,1
973pr2247c01,326,1
973pr1590c01,326,2
62436pat0004,4,1
970c01pr0440,15,1
970c00pr0499,15,1
93563,272,1
93563,4,3
93563,0,4
15406,0,6
24078,71,1
3626bpr0677,14,2
19949,4,3
33243,320,2
33243,15,3
33243,4,137
87585,70,5
91501,71,1
91501,15,6
973pr2791c01,191,1
2791,7,2
2431pr0028,72,3
3678bpr0037,15,1
29906,15,1
60623,73,2
60623,70,1
60623,15,4
60623,14,2
60623,2,3
60623,0,3
56891,0,16
19858pat0004,42,1
11298,15,1
99009,71,104
14419,72,80
4151,0,1
87555,19,3
973pr2231c01,212,1
3626bpr1070,78,1
90608,72,22
90608,15,4
90608,4,3
90608,0,47
flex08c157.5,6,2
973pr2971c01,29,1
92262,272,1
92262,0,1
30176,2,13
970c00pr0426,0,1
3068bpr0009,4,1
88295,148,1
6179pr49,0,1
10113pr0001,0,1
3626cpr0781,0,1
30179,0,4
99245pr0001,15,1
4485,0,1
92456pr0092c01,78,1
18853,29,3
13252,46,1
3626cpr1796,4,1
15428,288,1
15428,1,1
973pr1617c01,2,2
4006,0,11
47312,72,1
3626cpr1552,14,1
14732pr0001,308,1
3062bpr0007,27,1
973pr2878c01,0,1
973pr9962c01,320,1
3626cpr1349,14,1
87839,0,8
970c00pr0990,0,1
18679pr0001,0,1
42022,72,2
42022,70,1
42022,27,2
42022,0,6
90640pr0022,0,1
3626cpr1334,14,1
75902pr0003a,308,1
3626cpr1474,14,1
99251,15,1
99251,0,1
4285b,72,2
4285b,71,1
4285b,41,1
4285b,25,1
4285b,15,1
6589,19,55
970c00pr0448,15,1
10154,326,1
89159,82,1
89159,41,1
973pr9982c01,288,1
30174pr0001,320,1
3626cpr1215,78,1
50947,27,2
50947,4,2
50947,0,2
30363,320,2
30363,72,1
30363,71,2
30363,15,6
30363,1,2
30363,0,11
3626cpr2205,14,1
6179,72,10
6179,71,22
6179,15,7
6179,4,1
6179,0,5
90639pr0018,34,1
30229,72,18
92950,72,8
92950,71,10
92950,70,3
92950,15,4
92950,4,4
92950,0,7
23443,297,6
23443,0,105
15070,15,7
22385pr0038,35,1
3626cpr1087,14,4
17355pr0001,191,1
973pr1485c01,4,1
99008,19,10
3626cpr1734,71,1
15501,484,2
15501,72,1
15501,71,1
15501,70,1
15501,4,3
20595,40,1
4505,308,3
87797,27,6
15541pat0001,1,17
973pr1622c01,4,1
604549,0,2
970c00pr0728,484,1
15367,0,14
98729,0,1
11275,14,2
3626cpr1138,72,1
63153,179,2
15353,27,2
15353,25,3
4216,379,21
4216,71,300
4216,70,2
4216,19,2
4216,15,40
973pr2745c01,29,3
41854,326,1
41854,320,4
41854,308,3
41854,85,2
41854,72,2
41854,25,5
41854,15,9
41854,2,1
41854,0,4
98603,148,3
98603,19,2
98603,0,2
93277,191,1
93277,25,1
93277,15,1
93277,14,1
93277,2,1
93277,1,1
98138pr0013,15,15
15705,308,1
6254,321,1
6254,191,2
6254,29,1
6254,27,1
6254,15,30
24066pr0001,0,1
3626cpr1589,15,1
10907,320,6
10907,72,1
973pr1957bc01,1,1
970c00pr0434,0,1
973pr2553c01,25,1
973pr2820c01,321,1
3626bpr0325,14,1
970c00pr0508,379,1
20597,308,1
87805,27,2
87997pr0003,15,2
973pr3388c01,326,1
3822,25,4
3822,15,5
3822,14,3
3822,2,3
3822,0,2
3069bp55,8,3
15499,484,1
15499,226,1
3957b,80,2
3957b,71,5
3957b,70,1
3957b,15,1
3957b,0,9
86500,288,2
86500,41,1
86500,40,14
86500,15,1
92205,148,2
970c00pr0458,326,6
973pr3518c01,4,1
27985,212,1
973pr0460c01,19,2
90611,72,9
90611,41,7
90611,27,10
90611,14,7
90611,0,60
970c00pr0392,321,1
970c00pr1036,27,1
3626cpr0500,14,1
13788,84,1
973pr2284c01,15,1
99244pr0002,84,1
970c00pr0439,0,1
24010,0,2
24307,15,1
24307,0,1
11458,72,86
11458,15,9
11458,0,6
98138pr0031,36,3
90397pr0004,73,1
92215,297,1
92215,148,4
970c00pr0583,0,4
98568p01,0,1
3626cpr2025,14,1
11282,288,1
18041,179,10
970x199,25,2
970x199,1,12
18047,226,1
3626cpr1316,78,2
973pr2162c01,14,1
98138pr0018,84,23
3069bpr0013,15,1
60018stk01,9999,2
99253,297,1
3626cpr1340,179,1
98569pr0006,27,2
3626cpr2127,78,1
973pr3519c01,379,1
973pr3519c01,0,1
3626bpr0525,78,5
3626cpr2243,92,1
61805,148,1
61805,25,2
970c63pr0609,272,2
14769pr1007,0,2
26045,15,1
24581pr0001,14,1
87761,0,2
18675pr0001,71,1
600,15,2
19049,179,12
973pr3612c01,320,1
15343,297,2
15343,179,2
15343,27,2
15343,15,4
15343,14,6
15343,4,4
61254,0,14
95678pr0002,19,3
22385pr0052,36,1
18654,179,4
18654,72,519
973pr2836c01,326,1
15439,70,1
15439,0,4
11257pr0002,379,1
90609,326,6
90609,322,14
90609,72,52
90609,42,8
90609,41,13
90609,0,97
87807,4,1
98130pr0002,272,1
3626cpr1298,14,1
970c00pr0714,0,1
3245b,72,7
3245b,71,10
33121,191,1
33121,179,1
973pr2618c01,322,1
99254,72,1
973pr3679c01,212,1
973pr3679c01,30,1
973pr3679c01,15,1
973pr3679c01,5,1
973pr3679c01,0,1
98385,70,3
98385,28,1
98385,0,2
50373,321,1
50373,320,1
50373,71,1
50373,15,1
50373,14,4
11816pr0019,78,1
64452pr0001,70,1
3626cpr1244,14,1
970c00pr1195,84,1
24699,272,1
3245a,15,4
25380,378,1
970c00pr0739,0,1
3007,71,8
3007,15,2
3007,0,5
3626cpr2285,0,1
98603s01pr0008,148,1
3626cpr1157,14,3
92746,19,3
22885,71,24
41239,27,4
41239,25,8
41239,15,3
41239,14,1
41239,4,10
41239,0,8
41239,72,2
41239,71,16
18975,72,1
973pr2169c01,0,1
3647,72,14
3846pr0008,71,1
3626cpr1296b,14,1
33026pr0001,15,1
30055,70,5
30055,15,6
30055,0,8
3040bpr0002,84,1
53989,320,4
53989,179,8
53989,148,7
53989,72,11
53989,70,12
53989,15,9
53989,0,3
75535,6,6
26047,0,212
11269pr0001,47,1
973pr3116c01,0,1
4150,297,11
4150,72,6
4150,71,14
4150,27,1
4150,25,4
4150,19,1
4150,15,2
4150,14,3
4150,4,2
4150,0,8
24232,378,1
3626cpr1220,1000,1
88418,0,1
2866,14,2
973pr3629c01,29,1
3626cpr1880,92,1
4079,288,3
4079,72,2
4079,70,8
4079,15,2
4079,14,1
4079,1,5
64644,308,31
64644,297,26
64644,71,13
64644,0,53
11610,19,8
11610,0,2
973pr1173c01,4,3
33299a,71,10
33299a,8,10
33299a,0,17
32269,19,13
32269,0,4
973pr2071c01,308,1
21709,28,1
bb145c09,6,2
970c00pr0598,379,1
11302pat0003,15,7
10063,19,1
15407,191,1
15407,148,3
6643,6,3
98585,42,1
98585,41,3
98585,0,2
13745,297,1
13745,4,2
3626bpb0915,15,1
10830pat0001,0,4
13808,297,1
2951,0,1
973pr2167c01,0,1
93168,320,4
970x192pr0001,70,1
6021444,9999,1
973pr2329c01,14,1
973pr2747c01,30,1
57515,72,50
11906,71,1
92232,27,1
15082,0,2
973pr2034c01,14,1
3069bpr0099,15,7
29633,84,1
50919,15,2
3048b,72,4
15377pr01,320,1
3626cpr0895,15,63
32072,14,17
32072,0,35
4181,1,1
6158,72,1
3676,72,30
3676,70,4
3676,15,4
973pr2506c01,70,6
4864b,47,2
4864b,41,1
4864b,40,1
970c00pr0603,0,1
3626cpr1550,14,2
28679,0,1
92582,297,10
92582,71,12
92582,25,1
92582,15,4
92582,4,1
92582,0,7
973pr3797c01,4,1
3626cpr1834,14,1
973pr2693c01,15,2
3626cpr1477,14,1
28798,4,1
53551,148,40
98611pr01,27,1
973pr2435c01,72,1
13549,41,1
13549,36,3
12993,326,3
60700,0,12
85959pat0003,36,9
973pr2408c01,15,1
970c00pr0761,4,1
19077pat0001,297,1
98115,71,1
973pr2718c01,73,1
970c00pr0673,71,1
3626cpr1829,14,1
970c00pr1113,1,1
3626cpr0743,14,1
973pr3113c01,0,1
6222,72,1
6222,70,1
6222,15,1
6222,0,2
52036,72,4
970c00pr0690,1,1
4495b,297,10
4495b,288,2
4495b,26,1
4495b,4,7
4495b,1,9
4495b,0,2
2444,72,13
2444,71,4
2444,15,10
2444,14,4
2444,0,8
93072pr0005,297,1
98603s01pr0011,0,1
40902,71,1
40902,0,3
24900,0,1
24902,28,1
14769pr1002,15,9
20149pr0001,14,1
18142,308,1
56908,71,4
92290,297,4
92290,0,1
973bpb149c01,15,1
3626cpr2017,14,1
973pr2543c01,321,1
91992,0,2
970c01pr0435,15,1
3626cpr0498,14,6
970c00pr1156,15,1
4510,191,2
4510,72,29
4510,71,18
4510,15,16
4510,4,2
4510,1,2
4510,0,14
973pr2740c01,15,1
15527pr0002,14,2
20483pr0001,84,1
17347,308,1
93554,308,1
970c00pb248,28,1
973pr3194c01,297,1
11618,31,2
11618,26,12
2512,71,1
2512,7,1
86208,72,2
86208,71,7
3626cpr1282,0,1
973pr3677c01,0,1
61054,0,2
3068bpr0247,19,2
53586,179,2
53586,135,2
973pr2332c01,15,1
47753,320,1
47753,191,1
47753,72,2
47753,70,1
47753,28,4
47753,27,1
47753,25,3
47753,4,1
47753,0,2
89523,72,12
89523,71,1
89523,28,1
89523,19,13
89523,2,5
30340,72,1
30340,15,1
30340,14,13
30340,2,6
30340,0,5
970c00pr0400,326,1
4150p02,14,3
96907,334,4
21778,308,1
15112,9999,1
3626bpr1063,14,1
2335,71,2
2335,15,5
2335,1,3
2335,0,3
973pr2751c01,19,1
57900,72,1
41879a,484,1
41879a,321,1
41879a,308,5
41879a,288,1
41879a,272,3
41879a,73,2
41879a,72,2
41879a,71,4
41879a,30,2
41879a,28,1
41879a,19,1
41879a,10,1
41879a,4,4
41879a,2,3
41879a,1,3
41879a,0,5
3626cpr1300,14,1
3069bpr0136,41,5
3005pe1,14,4
973pr3160c01,4,1
98375,179,4
15619,320,4
15619,4,2
15619,1,2
15619,0,5
3626bpr0410,14,2
973pr2474c01,1,1
11287,320,1
3626bpr0645,14,2
3068bpr0197,28,3
26079,288,1
18166,0,2
98726,0,2
93568pat0002,84,1
48493,0,12
98107pr0006,0,2
973pr0811c01,0,2
44809,71,6
44809,0,52
3626bpr0389,14,1
4588,72,9
4588,15,7
973pr2846c01,4,1
3626cpr1547,14,1
2555,72,2
2555,71,2
2555,70,2
2555,14,9
2555,0,3
90638pr0003,0,6
64728,4,9
973pr2641c01,25,13
973pr3318c01,73,1
3648b,72,16
3878pr0002,0,1
970x140,71,1
95327pr0001,0,1
28420,226,1
15359,14,1
15359,0,2
18347,0,1
93219pr0009,4,1
973pr2834c01,70,2
970c00pr0994,288,1
3626bpr0279,14,1
98114,71,1
87820,14,2
87820,0,3
21755,179,10
21755,148,3
21755,0,4
3626cpr0748,14,1
973pr1989c01,71,1
91884pr0004,297,1
970c00pr0912,0,1
16599,1,2
30076,0,1
16368pr0002,14,1
3626bpr1168,14,1
63869,71,37
63869,0,6
11305,297,4
11305,179,3
11305,35,5
11305,33,4
11305,4,2
92474,47,2
30151b,4,1
3626cpr1069,0,1
90652pr0001,0,1
32887pr0001,148,3
6215,71,2
6215,19,2
6215,15,1
6215,2,2
6215,0,3
98279,28,1
10061,19,1
3942c,85,1
3942c,72,1
3942c,71,15
3942c,25,5
3942c,14,4
3942c,1,1
3942c,0,9
11203pr0012,191,1
64392,73,1
64392,0,1
970c00pr0489,0,1
11597,25,4
3626cpr0961,78,4
3639,72,5
87601,70,2
22411,0,1
11256,226,1
11256,71,1
29017,4,1
87826,35,2
30529p01,3,1
14769pr1015,323,1
973pr3226c01,272,1
93549pat04,47,1
64847,15,2
3049c,0,2
15395,322,1
15395,320,9
15395,179,1
15395,71,8
15395,27,1
15395,15,1
15395,4,4
15395,0,2
72454,72,8
72454,15,4
72454,0,2
12887pr0001,15,1
